title,n_enrolled,course_type,institution,Level,subject,language,subtitles,course_effort,course_length,price_numeric
Scientific Methods and Research,7501,Self-paced on your time,Ural Federal University,Intermediate,Science,English,English,3–4 hours per week,5 Weeks,49.0
Customer Centric Marketing for Entrepreneurs,14003,Self-paced on your time,Babson College,Intermediate,Business & Management,English,English,4–6 hours per week,4 Weeks,149.0
Dog Behavior: Problems and Solutions,16467,Self-paced on your time,Arizona State University,Intermediate,Social Sciences,English,English,4–10 hours per week,3 Weeks,169.0
The Business of Mining,20406,Self-paced on your time,Curtin University,Introductory,Business & Management,English,English,2–3 hours per week,4 Weeks,139.0
"Social Work Practice in Community Organization, Management and Policy/Evaluation",9522,Self-paced on your time,The University of Michigan,Advanced,Social Sciences,English,English,8–10 hours per week,8 Weeks,199.0
The Business of Aging in the Longevity Economy,0,Self-paced on your time,Georgetown University,Introductory,Social Sciences,English,English,1–2 hours per week,4 Weeks,139.0
Understanding the Australian Health Care System,8343,Self-paced on your time,The University of Queensland,Introductory,Medicine,English,English,1–2 hours per week,9 Weeks,59.0
Age of Sustainable Development,10019,Self-paced on your time,SDG Academy,Intermediate,Social Sciences,English,"English, Português, Русский",4–6 hours per week,14 Weeks,49.0
Internationalization: Creating Digital Content for the World,0,Self-paced on your time,University of Washington,Advanced,Computer Science,English,English,2–5 hours per week,4 Weeks,199.0
Multi-Object Tracking for Automotive Systems,8581,Instructor-led on a course schedule,Chalmers University of Technology,Advanced,Engineering,English,English,10–20 hours per week,10 Weeks,249.0
Economics and Policies in a Biobased Economy,0,Self-paced on your time,Wageningen University & Research,Advanced,Energy & Earth Sciences,English,English,12–20 hours per week,4 Weeks,149.0
Strategic Leadership in Healthcare,6237,Self-paced on your time,Doane University,Intermediate,Business & Management,English,English,5–10 hours per week,5 Weeks,199.0
Terrorism and Counterterrorism: An Introduction,14128,Self-paced on your time,Georgetown University,Introductory,Humanities,English,English,8–10 hours per week,3 Weeks,49.0
Exploring Psychology's Core Concepts|走进心理学,5741,Self-paced on your time,Tsinghua University,Introductory,Social Sciences,English,English,3–5 hours per week,6 Weeks,139.0
Creating Virtual Reality (VR) Apps,22349,Self-paced on your time,"The University of California, San Diego",Intermediate,Computer Science,English,English,5–7 hours per week,6 Weeks,99.0
Análisis Multivariable en SPSS,0,Self-paced on your time,Universidad Galileo,Introductory,Data Analysis & Statistics,Español,Español,4–5 hours per week,5 Weeks,49.0
Steps in Japanese for Beginners2 Part1,0,Self-paced on your time,Waseda University,Introductory,Language,English,English,3–5 hours per week,5 Weeks,99.0
"Competencias para buscar, mantener y promocionar en un empleo",0,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Social Sciences,Español,Español,3–5 hours per week,4 Weeks,49.0
Dynamics and Control,27763,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Engineering,English,English,4–5 hours per week,6 Weeks,50.0
Finding Your Cybersecurity Career Path,19283,Self-paced on your time,University of Washington,Introductory,Computer Science,English,English,2–5 hours per week,6 Weeks,199.0
Introducción a la caligrafía y paleografía en archivos hispanos medievales y modernos,12674,Self-paced on your time,Universidad Carlos III de Madrid,Introductory,Humanities,Español,Español,3–4 hours per week,6 Weeks,29.0
Mechanics: Rotational Dynamics,13183,Self-paced on your time,Massachusetts Institute of Technology,Intermediate,Physics,English,English,10–12 hours per week,12 Weeks,49.0
Applying Health Coaching in Patient Care,0,Self-paced on your time,Doane University,Introductory,Medicine,English,English,5–10 hours per week,3 Weeks,199.0
Databases: Modeling and Theory,0,Self-paced on your time,Stanford University,Introductory,Computer Science,English,English,8–10 hours per week,2 Weeks,50.0
"Islamic Banking: Principles, Practice and Risk Management",0,Self-paced on your time,The Islamic Research and Training Institute,Introductory,Economics & Finance,English,English,3–6 hours per week,4 Weeks,49.0
Liderazgo orientado al florecimiento humano,7911,Self-paced on your time,Tecnológico de Monterrey,Introductory,Business & Management,Español,Español,5–8 hours per week,4 Weeks,149.0
Software Construction: Object-Oriented Design,23100,Self-paced on your time,University of British Columbia,Intermediate,Computer Science,English,English,8–10 hours per week,6 Weeks,125.0
"Introduction to Hyperledger Sovereign Identity Blockchain Solutions: Indy, Aries & Ursa",0,Self-paced on your time,The Linux Foundation,Introductory,Computer Science,English,English,2–3 hours per week,7 Weeks,199.0
Fondements de l’économie sociale et solidaire,0,Instructor-led on a course schedule,Université catholique de Louvain,Intermediate,Social Sciences,Français,Français,2–3 hours per week,12 Weeks,50.0
The Civil War and Reconstruction - 1861 - 1865: A New Birth of Freedom,17941,Self-paced on your time,Columbia University,Introductory,History,English,English,6–8 hours per week,12 Weeks,50.0
Innovation Strategies for Electric Mobility: The StreetScooter Case,0,Self-paced on your time,RWTH Aachen University,Intermediate,Business & Management,English,English,2–4 hours per week,6 Weeks,99.0
Sustainable Energy,0,Instructor-led on a course schedule,Massachusetts Institute of Technology,Advanced,Energy & Earth Sciences,English,English,8–12 hours per week,13 Weeks,149.0
Designing and Leading Learning Systems,11895,Self-paced on your time,The University of Michigan,Advanced,Education & Teacher Training,English,English,2–4 hours per week,8 Weeks,199.0
How the U.S. Government Works & How to Get Involved,5930,Self-paced on your time,Georgetown University,Introductory,Social Sciences,English,English,4–5 hours per week,6 Weeks,49.0
Inspiring and Motivating Arts and Culture Teams,10817,Self-paced on your time,The University of Michigan,Introductory,Business & Management,English,English,3–5 hours per week,5 Weeks,49.0
Principles of Microeconomics: An Economist Way of Thinking,0,Self-paced on your time,The University of Queensland,Intermediate,Economics & Finance,English,English,1–2 hours per week,6 Weeks,149.0
A System View of Communications: From Signals to Packets (Part 1),34261,Self-paced on your time,The Hong Kong University of Science and Technology,Introductory,Computer Science,English,English,4–6 hours per week,7 Weeks,60.0
"Invasions, Rebellions, and the Fall of Imperial China",41537,Self-paced on your time,Harvard University,Introductory,History,English,"English, 中文",1–3 hours per week,15 Weeks,139.0
AP® English Literature & Composition – Part 3: Plays,6443,Self-paced on your time,"University of California, Berkeley",Introductory,Humanities,English,English,4–5 hours per week,7 Weeks,49.0
Cómo implantar grupos de mejora de procesos,28100,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Business & Management,Español,Español,3–4 hours per week,8 Weeks,150.0
Proteins: Biology's Workforce,25893,Self-paced on your time,Rice University,Intermediate,Biology & Life Sciences,English,English,4–6 hours per week,5 Weeks,169.0
Introducción a los ritmos y relojes biológicos,6149,Self-paced on your time,Universidad Nacional de Córdoba,Introductory,Science,Español,"English, Español",6–8 hours per week,4 Weeks,50.0
Linear Algebra I: Linear Equations,0,Self-paced on your time,The Georgia Institute of Technology,Intermediate,Math,English,English,5–6 hours per week,3 Weeks,199.0
"Fundamentals of Biomedical Imaging: Ultrasounds, X-ray, positron emission tomography (PET) and applications",10205,Self-paced on your time,École polytechnique fédérale de Lausanne,Advanced,Engineering,English,English,4–5 hours per week,7 Weeks,169.0
Fundamentos de Electromagnetismo para Ingeniería,15040,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Physics,Español,Español,4–5 hours per week,7 Weeks,49.0
Sustainable Food Systems: A Mediterranean Perspective,6480,Self-paced on your time,SDG Academy,Intermediate,Food & Nutrition,English,"English, Français, Italiano",2–4 hours per week,10 Weeks,49.0
Scripting and Programming Foundations,0,Self-paced on your time,Western Governors University,Introductory,Computer Science,English,English,9–10 hours per week,8 Weeks,299.7
Using GPUs to Scale and Speed-up Deep Learning,9294,Self-paced on your time,IBM,Intermediate,Data Analysis & Statistics,English,English,2–4 hours per week,5 Weeks,99.0
StudioX: Creating a Course with edX Studio,20355,Self-paced on your time,edX,Introductory,Education & Teacher Training,English,English,4–6 hours per week,3 Weeks,99.0
The Power of Data,0,Self-paced on your time,Rolls-Royce,Introductory,Data Analysis & Statistics,English,English,1–5 hours per week,2 Weeks,49.0
Introducción a las ondas gravitacionales,8657,Self-paced on your time,Universidad Nacional de Córdoba,Introductory,Science,Español,"English, Español",5–7 hours per week,4 Weeks,50.0
Drones and Autonomous Systems 2: Applications in Emergency Management,0,Self-paced on your time,University of Maryland Global Campus-University System of Maryland,Intermediate,Science,English,English,2–3 hours per week,6 Weeks,149.0
MathTrackX: Differential Calculus,0,Self-paced on your time,University of Adelaide,Introductory,Math,English,English,3–6 hours per week,4 Weeks,79.0
Global China: From the Mongols to the Ming,41902,Self-paced on your time,Harvard University,Introductory,History,English,"English, 中文",1–3 hours per week,15 Weeks,139.0
Leaders in Citizen Security and Justice Management for the Caribbean,0,Self-paced on your time,Inter-American Development Bank,Intermediate,Social Sciences,English,English,4–5 hours per week,10 Weeks,25.0
Pattern Studying and Making | 图案审美与创作,0,Self-paced on your time,Tsinghua University,Introductory,Art & Culture,中文,"English, 中文",3–5 hours per week,12 Weeks,139.0
Computational Neuroscience: Neuronal Dynamics of Cognition,11246,Self-paced on your time,École polytechnique fédérale de Lausanne,Advanced,Biology & Life Sciences,English,English,4–6 hours per week,6 Weeks,139.0
Cities and the Challenge of Sustainable Development,8775,Self-paced on your time,SDG Academy,Introductory,Environmental Studies,English,English,1–2 hours per week,1 Weeks,25.0
MathTrackX: Special Functions,0,Self-paced on your time,University of Adelaide,Introductory,Math,English,English,3–6 hours per week,4 Weeks,79.0
